kind	class	method	param	index	uri	field
METHOD	com.badlogic.gdx.graphics.g2d.TextureRegion	setRegion(float,float,float,float)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/g2d/TextureRegion.java	regionWidth
METHOD	com.badlogic.gdx.graphics.Pixmap	setBlending(com.badlogic.gdx.graphics.Pixmap.Blending)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/Pixmap.java	blending
METHOD	com.badlogic.gdx.graphics.Pixmap	setFilter(com.badlogic.gdx.graphics.Pixmap.Filter)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/Pixmap.java	filter
METHOD	com.badlogic.gdx.graphics.GLTexture	setWrap(com.badlogic.gdx.graphics.Texture.TextureWrap,com.badlogic.gdx.graphics.Texture.TextureWrap)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/GLTexture.java	uWrap
METHOD	com.badlogic.gdx.graphics.GLTexture	setWrap(com.badlogic.gdx.graphics.Texture.TextureWrap,com.badlogic.gdx.graphics.Texture.TextureWrap)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/GLTexture.java	vWrap
METHOD	com.badlogic.gdx.graphics.GLTexture	setFilter(com.badlogic.gdx.graphics.Texture.TextureFilter,com.badlogic.gdx.graphics.Texture.TextureFilter)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/GLTexture.java	minFilter
METHOD	com.badlogic.gdx.graphics.GLTexture	setFilter(com.badlogic.gdx.graphics.Texture.TextureFilter,com.badlogic.gdx.graphics.Texture.TextureFilter)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/GLTexture.java	magFilter
METHOD	com.badlogic.gdx.graphics.GLTexture	delete()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/GLTexture.java	glHandle
METHOD	com.badlogic.gdx.utils.ObjectSet	clear()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectSet.java	size
METHOD	com.badlogic.gdx.utils.ObjectSet	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectSet.java	keyTable
METHOD	com.badlogic.gdx.utils.ObjectSet$ObjectSetIterator	remove()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectSet.java	currentIndex
METHOD	com.badlogic.gdx.utils.ObjectMap	clear()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectMap.java	size
METHOD	com.badlogic.gdx.utils.ObjectMap	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectMap.java	keyTable
METHOD	com.badlogic.gdx.utils.ObjectMap	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectMap.java	valueTable
METHOD	com.badlogic.gdx.utils.ObjectMap$MapIterator	remove()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectMap.java	currentIndex
METHOD	com.badlogic.gdx.assets.AssetManager	setLogger(com.badlogic.gdx.utils.Logger)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/assets/AssetManager.java	log
METHOD	com.badlogic.gdx.utils.Array	insertRange(int,int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/Array.java	items
METHOD	com.badlogic.gdx.utils.Array	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/Array.java	items
METHOD	com.badlogic.gdx.graphics.g2d.Gdx2DPixmap	convert(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/g2d/Gdx2DPixmap.java	nativeData
METHOD	com.badlogic.gdx.graphics.g2d.Gdx2DPixmap	convert(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/g2d/Gdx2DPixmap.java	pixelPtr
METHOD	com.badlogic.gdx.graphics.VertexAttributes	getMask()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/VertexAttributes.java	mask
METHOD	com.badlogic.gdx.graphics.g2d.SpriteBatch	flush()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/g2d/SpriteBatch.java	idx
METHOD	com.badlogic.gdx.graphics.g2d.SpriteBatch	setBlendFunctionSeparate(int,int,int,int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/g2d/SpriteBatch.java	blendSrcFunc
METHOD	com.badlogic.gdx.graphics.g2d.NinePatch	load(com.badlogic.gdx.graphics.g2d.TextureRegion[])	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/g2d/NinePatch.java	vertices
METHOD	com.badlogic.gdx.graphics.glutils.ShaderProgram	compileShaders(java.lang.String,java.lang.String)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/graphics/glutils/ShaderProgram.java	vertexShaderHandle
METHOD	com.badlogic.gdx.utils.ObjectIntMap	clear()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectIntMap.java	size
METHOD	com.badlogic.gdx.utils.ObjectIntMap	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectIntMap.java	keyTable
METHOD	com.badlogic.gdx.utils.ObjectIntMap	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectIntMap.java	valueTable
METHOD	com.badlogic.gdx.utils.ObjectIntMap$MapIterator	remove()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/ObjectIntMap.java	currentIndex
METHOD	com.badlogic.gdx.utils.IntArray	insertRange(int,int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/IntArray.java	items
METHOD	com.badlogic.gdx.utils.IntArray	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/IntArray.java	items
METHOD	com.badlogic.gdx.maps.MapObject	setColor(com.badlogic.gdx.graphics.Color)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/maps/MapObject.java	color
METHOD	com.badlogic.gdx.utils.IntMap	clear()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/IntMap.java	size
METHOD	com.badlogic.gdx.utils.IntMap	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/IntMap.java	keyTable
METHOD	com.badlogic.gdx.utils.IntMap	resize(int)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/libgdx/gdx/src/com/badlogic/gdx/utils/IntMap.java	valueTable
